sample_id,path,total_reads,filename,title,study,bioproject_accession,accession,biosample_accession,library_id,data_type,filetype,cell_type,generator_facility,production,iso_filename,platform_unit_1,platform_unit_2,barcode,basecaller,basecaller_version,platform,instrument_model,iso_library_id,ccs_algorithm,pbtrim_version,jasmine_version,lima_version,refine_version,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,design_description,polymerase_version,seq_plate_chemistry_version,pool,ntsm_score,similarity,check-flnc reads,generator_contact
NA19043,s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_Kinnex/NA19043.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,15149869,NA19043.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19043.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-3.bam,m84081_240724_065335_s1,m84081_240724_045406_s2,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_16,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool16,0.165547,1,TRUE,iviolich@ucsc.edu
NA19055,s3://human-pangenomics/working/HPRC/NA19055/raw_data/PacBio_Kinnex/NA19055.lymph.m84203_241022_230750_s3-m84203_241022_210832_s2.flnc.bam,13336685,NA19055.lymph.m84203_241022_230750_s3-m84203_241022_210832_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19055.lymph.m84203_241022_230750_s3-m84203_241022_210832_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_241022_230750_s3,m84203_241022_210832_s2,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool19,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool019,0.171552,1,TRUE,iviolich@ucsc.edu
NA19063,s3://human-pangenomics/working/HPRC/NA19063/raw_data/PacBio_Kinnex/NA19063.lymph.m84203_241022_230750_s3-m84203_241022_210832_s2.flnc.bam,17283333,NA19063.lymph.m84203_241022_230750_s3-m84203_241022_210832_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19063.lymph.m84203_241022_230750_s3-m84203_241022_210832_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84203_241022_230750_s3,m84203_241022_210832_s2,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool19,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool019,0.186293,1,TRUE,iviolich@ucsc.edu
NA19079,s3://human-pangenomics/working/HPRC/NA19079/raw_data/PacBio_Kinnex/NA19079.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,13375634,NA19079.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19079.lymph.m84203_240819_194908_s1-m84203_240819_214831_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240819_194908_s1,m84203_240819_214831_s2,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool6,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool006,0.182858,1,TRUE,iviolich@ucsc.edu
NA19087,s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_Kinnex/NA19087.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,16712321,NA19087.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19087.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-5.bam,m84081_240722_230051_s3,m84081_240723_010018_s4,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_15,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool15,0.153871,1,TRUE,iviolich@ucsc.edu
NA19099,s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_Kinnex/NA19099.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,8435735,NA19099.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19099.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_241028_160334_s2,m84203_241028_180304_s3,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool15,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool015,0.19287,1,TRUE,iviolich@ucsc.edu
NA19118,s3://human-pangenomics/working/HPRC/NA19118/raw_data/PacBio_Kinnex/NA19118.lymph.m84203_240819_155016_s3-m84203_240819_174943_s4.flnc.bam,14132546,NA19118.lymph.m84203_240819_155016_s3-m84203_240819_174943_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19118.lymph.m84203_240819_155016_s3-m84203_240819_174943_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240819_155016_s3,m84203_240819_174943_s4,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool5,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool005,0.168832,1,TRUE,iviolich@ucsc.edu
NA19120,s3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_Kinnex/NA19120.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,16828196,NA19120.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19120.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_240912_183748_s1,m84203_240912_203713_s2,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool11,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool011,0.212174,1,TRUE,iviolich@ucsc.edu
NA19131,s3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_Kinnex/NA19131.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,15664613,NA19131.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19131.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_241023_010712_s4,m84203_241023_030638_s1,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool21,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool021,0.185721,1,TRUE,iviolich@ucsc.edu
NA19159,s3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_Kinnex/NA19159.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,14765232,NA19159.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19159.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-1.bam,m84081_240722_230051_s3,m84081_240723_010018_s4,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_15,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool15,0.166317,1,TRUE,iviolich@ucsc.edu
NA19175,s3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_Kinnex/NA19175.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,14894172,NA19175.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19175.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.18447,1,TRUE,iviolich@ucsc.edu
NA19185,s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_Kinnex/NA19185.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,17318034,NA19185.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19185.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240722_230051_s3,m84081_240723_010018_s4,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_15,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool15,0.154566,1,TRUE,iviolich@ucsc.edu
NA19190,s3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_Kinnex/NA19190.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,11314504,NA19190.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19190.lymph.m84203_241028_160334_s2-m84203_241028_180304_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_241028_160334_s2,m84203_241028_180304_s3,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool15,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool015,0.189149,1,TRUE,iviolich@ucsc.edu
NA19307,s3://human-pangenomics/working/HPRC/NA19307/raw_data/PacBio_Kinnex/NA19307.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,13789143,NA19307.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19307.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-8.bam,m84203_240816_214515_s4,m84203_240816_194554_s3,bc08,,5,PACBIO,REVIO,HPRC_Kinnex_Pool1,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool001,0.18807,1,TRUE,iviolich@ucsc.edu
NA19314,s3://human-pangenomics/working/HPRC/NA19314/raw_data/PacBio_Kinnex/NA19314.lymph.m84046_240728_205116_s1.flnc.bam,6099297,NA19314.lymph.m84046_240728_205116_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19314.lymph.m84046_240728_205116_s1,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-6.bam,m84046_240728_205116_s1,NA,bc10,,5,PACBIO,REVIO,HPRC_Pool006.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool006.KN,0.170633,1,TRUE,iviolich@ucsc.edu
NA19314,s3://human-pangenomics/working/HPRC/NA19314/raw_data/PacBio_Kinnex/NA19314.lymph.m84046_240728_225112_s2.flnc.bam,6064775,NA19314.lymph.m84046_240728_225112_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19314.lymph.m84046_240728_225112_s2,unaligned reads,bam,lymph,University of Washington,UW_HPRC_Y5_Kinnex,flnc-6.bam,m84046_240728_225112_s2,NA,bc10,,5,PACBIO,REVIO,HPRC_Pool006.KN,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Pool006.KN,0.179238,1,TRUE,iviolich@ucsc.edu
NA19321,s3://human-pangenomics/working/HPRC/NA19321/raw_data/PacBio_Kinnex/NA19321.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,14505008,NA19321.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19321.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240906_021727_s2,m84203_240906_001817_s1,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool9,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool009,0.179167,1,TRUE,iviolich@ucsc.edu
NA19338,s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_Kinnex/NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,20320790,NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-6.bam,m84081_240722_210122_s1,m84081_240722_190156_s2,bc10,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_13,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool13,0.160915,1,TRUE,iviolich@ucsc.edu
NA19360,s3://human-pangenomics/working/HPRC/NA19360/raw_data/PacBio_Kinnex/NA19360.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,17499112,NA19360.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19360.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-2.bam,m84091_241028_180302_s2,m84091_241028_160334_s1,bc02,,5,PACBIO,REVIO,HPRC_Kinnex_Pool20,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool020,0.19155,1,TRUE,iviolich@ucsc.edu
NA19375,s3://human-pangenomics/working/HPRC/NA19375/raw_data/PacBio_Kinnex/NA19375.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,11859084,NA19375.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19375.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_240816_214515_s4,m84203_240816_194554_s3,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool1,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool001,0.196377,1,TRUE,iviolich@ucsc.edu
NA19390,s3://human-pangenomics/working/HPRC/NA19390/raw_data/PacBio_Kinnex/NA19390.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,15201254,NA19390.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19390.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240912_223637_s3,m84203_240913_003604_s4,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool12,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool012,0.182686,1,TRUE,iviolich@ucsc.edu
NA19391,s3://human-pangenomics/working/HPRC/NA19391/raw_data/PacBio_Kinnex/NA19391.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,10915374,NA19391.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19391.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-7.bam,m84081_240722_210122_s1,m84081_240722_190156_s2,bc11,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_13,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool13,0.17016,1,TRUE,iviolich@ucsc.edu
NA19395,s3://human-pangenomics/working/HPRC/NA19395/raw_data/PacBio_Kinnex/NA19395.lymph.m84203_240818_033654_s1-m84203_240818_053625_s2.flnc.bam,11920730,NA19395.lymph.m84203_240818_033654_s1-m84203_240818_053625_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19395.lymph.m84203_240818_033654_s1-m84203_240818_053625_s2,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-5.bam,m84203_240818_033654_s1,m84203_240818_053625_s2,bc05,,5,PACBIO,REVIO,HPRC_Kinnex_Pool4,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool004,0.176454,1,TRUE,iviolich@ucsc.edu
NA19438,s3://human-pangenomics/working/HPRC/NA19438/raw_data/PacBio_Kinnex/NA19438.lymph.m84203_240819_155016_s3-m84203_240819_174943_s4.flnc.bam,12958162,NA19438.lymph.m84203_240819_155016_s3-m84203_240819_174943_s4.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19438.lymph.m84203_240819_155016_s3-m84203_240819_174943_s4,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-6.bam,m84203_240819_155016_s3,m84203_240819_174943_s4,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool5,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool005,0.177953,1,TRUE,iviolich@ucsc.edu
NA19439,s3://human-pangenomics/working/HPRC/NA19439/raw_data/PacBio_Kinnex/NA19439.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,11625261,NA19439.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19439.lymph.m84203_240816_214515_s4-m84203_240816_194554_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-4.bam,m84203_240816_214515_s4,m84203_240816_194554_s3,bc04,,5,PACBIO,REVIO,HPRC_Kinnex_Pool1,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool001,0.19018,1,TRUE,iviolich@ucsc.edu
NA19443,s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_Kinnex/NA19443.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,14102830,NA19443.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19443.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-2.bam,m84081_240728_110915_s4,m84081_240728_090940_s3,bc06,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_20,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool20,0.170999,1,TRUE,iviolich@ucsc.edu
NA19445,s3://human-pangenomics/working/HPRC/NA19445/raw_data/PacBio_Kinnex/NA19445.lymph.m84203_240905_022425_s4-m84203_240905_002457_s3.flnc.bam,10226450,NA19445.lymph.m84203_240905_022425_s4-m84203_240905_002457_s3.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19445.lymph.m84203_240905_022425_s4-m84203_240905_002457_s3,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-1.bam,m84203_240905_022425_s4,m84203_240905_002457_s3,bc01,,5,PACBIO,REVIO,HPRC_Kinnex_Pool8,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool008,0.184757,1,TRUE,iviolich@ucsc.edu
NA19448,s3://human-pangenomics/working/HPRC/NA19448/raw_data/PacBio_Kinnex/NA19448.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,14831447,NA19448.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19448.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-3.bam,m84203_240906_021727_s2,m84203_240906_001817_s1,bc03,,5,PACBIO,REVIO,HPRC_Kinnex_Pool9,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool009,0.182639,1,TRUE,iviolich@ucsc.edu
NA19461,s3://human-pangenomics/working/HPRC/NA19461/raw_data/PacBio_Kinnex/NA19461.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,13296717,NA19461.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19461.lymph.m84203_240906_021727_s2-m84203_240906_001817_s1,unaligned reads,bam,lymph,Rockefeller University,RU_Y5_Kinnex,flnc-7.bam,m84203_240906_021727_s2,m84203_240906_001817_s1,bc07,,5,PACBIO,REVIO,HPRC_Kinnex_Pool9,8.0.1,1.1.0,2.2.1,2.10.0,4.1.2,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool009,0.167307,1,TRUE,iviolich@ucsc.edu
NA19468,s3://human-pangenomics/working/HPRC/NA19468/raw_data/PacBio_Kinnex/NA19468.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,9913617,NA19468.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam,flnc bams of PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,SRP305758,PRJNA701308,,,NA19468.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2,unaligned reads,bam,lymph,Washington University,WUSTL_HPRC_Y5_Per_Pool_Kinnex,flnc-8.bam,m84081_240722_210122_s1,m84081_240722_190156_s2,bc12,,5,PACBIO,REVIO,HPRC_Kinnex_Pool_13,8.0.0,1.0.0,2.2.0,2.9.0,4.1.1,isoseq,transcriptomic,cDNA,single,NA,NA,PacBio HiFi iso-seq sequencing of cDNA kinnex libraries,P1,C1,HPRC_Kinnex_Pool13,0.160855,1,TRUE,iviolich@ucsc.edu
