sample_id,release,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
NA18871,3,bam,m84046_230721_175304_s3.hifi_reads.bc2091.bam,s3://human-pangenomics/working/HPRC/NA18871/raw_data/PacBio_HiFi/m84046_230721_175304_s3.hifi_reads.bc2091.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,20.27,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483169,PRJNA701308,SAMN41021663,HiFi sequencing of 21kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18871.HFSS_m84046_230721_175304_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,3770954,66877137813,66.88,17734,69,47945,15957,17779,20153,15615,17288,19526,0.534298,TRUE,,,,,
NA18879,2,bam,m84046_230727_225904_s1.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2089.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483209,PRJNA701308,SAMN41021661,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18879.HFSS_m84046_230727_225904_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1861755,35952728466,35.95,19311,122,53615,17158,19275,22219,16771,18638,21350,0.624758,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18879,2,bam,m84046_230728_195023_s2.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_195023_s2.hifi_reads.bc2089.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483138,PRJNA701308,SAMN41021661,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18879.HFSS_m84046_230728_195023_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1825888,35231680700,35.23,19295,105,55640,17146,19254,22189,16762,18623,21322,0.607764,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18879,2,bam,m84046_230728_205153_s4.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_205153_s4.hifi_reads.bc2089.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,10.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483210,PRJNA701308,SAMN41021661,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18879.HFSS_m84046_230728_205153_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1774191,33673965830,33.67,18979,213,53708,16927,18885,21715,16571,18309,20873,0.605587,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18879,2,bam,m84046_230728_202047_s3.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2089.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,11,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483137,PRJNA701308,SAMN41021661,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18879.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1785585,33948783319,33.95,19012,120,59168,16954,18930,21749,16597,18348,20912,0.590068,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18879,2,bam,m84046_230731_200859_s2.hifi_reads.bc2089.bam,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2089.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483205,PRJNA701308,SAMN41021661,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18879.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3090957,58568710214,58.57,18948,72,55809,16912,18864,21657,16560,18291,20831,0.54807,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18942,3,bam,m84081_240604_000922_s4.hifi_reads.bc2027.bam,s3://human-pangenomics/working/HPRC/NA18942/raw_data/PacBio_HiFi/m84081_240604_000922_s4.hifi_reads.bc2027.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,39.8,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,5854067,131343576177,131.34,22436,68,73168,19548,22641,26973,18779,21475,25322,0.451508,TRUE,,,,,
NA18942,3,bam,m84081_240603_221009_s3.hifi_reads.bc2027.bam,s3://human-pangenomics/working/HPRC/NA18942/raw_data/PacBio_HiFi/m84081_240603_221009_s3.hifi_reads.bc2027.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,41.2,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6037329,135946363590,135.95,22517,65,73030,19593,22733,27124,18811,21539,25436,0.438643,TRUE,,,,,
NA18952,2,bam,m84081_230609_201402_s3.hifi_reads.bc2009.bam,s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_201402_s3.hifi_reads.bc2009.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,37,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396857,PRJNA701308,SAMN41021621,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18952_lib1_m84081_230609_201402_s3_m84081_230609_201402_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,6109785,114630102801,114.63,18761,111,60825,16437,18517,21881,16068,17806,20751,0.49844,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18952,2,bam,m84081_230609_204508_s4.hifi_reads.bc2009.bam,s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_204508_s4.hifi_reads.bc2009.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,39.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396858,PRJNA701308,SAMN41021621,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18952_lib1_m84081_230609_204508_s4_m84081_230609_204508_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,6477676,121866756120,121.87,18813,88,59176,16463,18574,21974,16090,17847,20830,0.494327,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18971,2,bam,m84081_230628_183924_s1.hifi_reads.bc1011.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1011.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,12.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18971_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2284487,40082550347,40.08,17545,143,54403,15593,17378,20092,15221,16836,19149,0.597669,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18971,2,bam,m84081_230628_190945_s2.hifi_reads.bc1011.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1011.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,13.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18971_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2391474,42177649533,42.18,17636,132,51409,15643,17464,20254,15264,16903,19276,0.551225,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18974,2,bam,m84081_230601_213444_s3.hifi_reads.bc2008.bam,s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_213444_s3.hifi_reads.bc2008.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,39.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396859,PRJNA701308,SAMN41021620,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18974_lib1_m84081_230601_213444_s3_m84081_230601_213444_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,6085854,122716117340,122.72,20164,108,57105,18405,20084,22257,18100,19697,21703,0.54171,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18974,2,bam,m84081_230601_220550_s4.hifi_reads.bc2008.bam,s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_220550_s4.hifi_reads.bc2008.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,42,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396860,PRJNA701308,SAMN41021620,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18974_lib1_m84081_230601_220550_s4_m84081_230601_220550_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,6428043,130053489701,130.05,20232,110,59690,18446,20144,22355,18138,19749,21784,0.476021,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18976,2,bam,m84081_230610_195324_s2.hifi_reads.bc2010.bam,s3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_195324_s2.hifi_reads.bc2010.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,37.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396862,PRJNA701308,SAMN41021622,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18976_lib1_m84081_230610_195324_s2_m84081_230610_195324_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,5827789,116006257856,116.01,19905,124,57421,18294,19884,21860,18008,19535,21403,0.51225,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18976,2,bam,m84081_230610_192218_s1.hifi_reads.bc2010.bam,s3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_192218_s1.hifi_reads.bc2010.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,36,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29396861,PRJNA701308,SAMN41021622,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18976_lib1_m84081_230610_192218_s1_m84081_230610_192218_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,5577778,111506398484,111.51,19991,211,56767,18353,19960,21963,18064,19603,21493,0.509798,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18983,2,bam,m54329U_220903_190900-bc2055.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2055.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,0,,,,6.3.0,ccs,6.3.0,SRP305758,SRR23922649,PRJNA701308,SAMN33758798,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18983.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,4730,72199804,0.07,15264,1468,33909,14632,18402,22221,10464,15809,19988,,TRUE,,TRUE,FALSE,2.5.1,2.0501
NA18983,2,bam,m54329U_220905_144015-bc2055.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2055.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,0,,,,6.3.0,ccs,6.3.0,SRP305758,SRR23922649,PRJNA701308,SAMN33758798,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18983.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,4857,77255780,0.08,15906,1528,34905,14885,18612,22626,11550,16246,20407,,TRUE,,TRUE,FALSE,2.5.1,2.0501
NA18983,2,bam,m54329U_220907_100858-bc2055.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2055.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,0,,,,6.3.0,ccs,6.3.0,SRP305758,SRR23922649,PRJNA701308,SAMN33758798,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18983.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,4560,73078048,0.07,16025,1389,35951,14998,18874,22950,11779,16362,20701,,TRUE,,TRUE,FALSE,2.5.1,2.0501
NA18983,2,bam,m84046_230623_210640_s1.hifi_reads.bc2055.bam,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2055.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483151,PRJNA701308,SAMN33758798,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG18983.HFSS2_m84046_230623_210640_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2729065,54169299224,54.17,19849,91,57247,17522,19854,23031,17052,19115,22023,0.594769,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA18995,3,bam,m84081_240517_220613_s4.hifi_reads.bc2020.bam,s3://human-pangenomics/working/HPRC/NA18995/raw_data/PacBio_HiFi/m84081_240517_220613_s4.hifi_reads.bc2020.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,37.78,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,5906810,124665384221,124.67,21105,76,78358,18720,21266,24615,18183,20462,23613,0.475137,TRUE,,,,,
NA18995,3,bam,m84081_240518_000528_s1.hifi_reads.bc2020.bam,s3://human-pangenomics/working/HPRC/NA18995/raw_data/PacBio_HiFi/m84081_240518_000528_s1.hifi_reads.bc2020.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,42.39,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6630722,139898952438,139.9,21098,74,73683,18712,21264,24634,18170,20454,23623,0.461123,TRUE,,,,,
NA19000,3,bam,m84203_240530_193329_s1.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/NA19000/raw_data/PacBio_HiFi/m84203_240530_193329_s1.hifi_reads.bc1020.bam,unaligned reads,RU_Y5,15.62,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2393363,51536460344,51.54,21533,317,58757,18292,21940,26629,17276,20423,24669,0.54366,TRUE,TRUE,TRUE,FALSE,,
NA19000,3,bam,m84091_240610_183759_s3.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/NA19000/raw_data/PacBio_HiFi/m84091_240610_183759_s3.hifi_reads.bc1020.bam,unaligned reads,RU_Y5,20.54,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3369233,67794547551,67.79,20121,82,60847,17064,21096,26046,15575,19156,23700,0.520626,TRUE,TRUE,TRUE,FALSE,,
NA19000,3,bam,m84091_240604_161622_s1.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/NA19000/raw_data/PacBio_HiFi/m84091_240604_161622_s1.hifi_reads.bc1020.bam,unaligned reads,RU_Y5,24.24,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3703420,79990203928,79.99,21599,68,61474,18310,22001,26795,17278,20442,24760,0.506964,TRUE,TRUE,TRUE,FALSE,,
NA19012,3,bam,m84046_230901_230230_s4.hifi_reads.bc2037.bam,s3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230901_230230_s4.hifi_reads.bc2037.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,17.85,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483065,PRJNA701308,SAMN41021690,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19012.HFSS_m84046_230901_230230_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,3455827,58892224761,58.89,17041,259,59026,14729,17363,20769,13973,16354,19436,0.586348,TRUE,,,,,
NA19012,3,bam,m84046_230906_215022_s3.hifi_reads.bc2037.bam,s3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230906_215022_s3.hifi_reads.bc2037.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,22.87,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483063,PRJNA701308,SAMN41021690,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19012.HFSS_m84046_230906_215022_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,4498538,75460808834,75.46,16774,115,58421,14509,17066,20350,13779,16104,19070,0.581377,TRUE,,,,,
NA19012,3,bam,m84046_230901_223052_s3.hifi_reads.bc2037.bam,s3://human-pangenomics/working/HPRC/NA19012/raw_data/PacBio_HiFi/m84046_230901_223052_s3.hifi_reads.bc2037.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18.09,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483064,PRJNA701308,SAMN41021690,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19012.HFSS_m84046_230901_223052_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,3454109,59685857099,59.69,17279,93,52097,14949,17641,21083,14168,16610,19754,0.578107,TRUE,,,,,
NA19031,3,bam,m84081_240219_204639_s2.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240219_204639_s2.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.74,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1365504,28825498366,28.83,21109,140,68835,18146,21322,25562,17349,20105,23923,0.617906,TRUE,,,,,
NA19031,3,bam,m84081_240221_063842_s2.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240221_063842_s2.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.84,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1375738,29176980161,29.18,21208,86,69849,18200,21446,25760,17392,20187,24084,0.616049,TRUE,,,,,
NA19031,3,bam,m84081_240219_224606_s3.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240219_224606_s3.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.8,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1381883,29026465541,29.03,21005,113,66542,18048,21205,25430,17271,19996,23788,0.600595,TRUE,,,,,
NA19031,3,bam,m84081_240221_043919_s1.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240221_043919_s1.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.89,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1385444,29342279471,29.34,21178,182,70121,18194,21412,25695,17386,20170,24028,0.59429,TRUE,,,,,
NA19031,3,bam,m84081_240221_103730_s4.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240221_103730_s4.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.86,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1363066,29244002809,29.24,21454,130,70586,18426,21750,26072,17585,20469,24418,0.593621,TRUE,,,,,
NA19031,3,bam,m84081_240220_004532_s4.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240220_004532_s4.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,9.49,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1479129,31331184217,31.33,21182,194,70768,18199,21413,25687,17392,20172,24030,0.589276,TRUE,,,,,
NA19031,3,bam,m84081_240221_083804_s3.hifi_reads.bc2046.bam,s3://human-pangenomics/working/HPRC/NA19031/raw_data/PacBio_HiFi/m84081_240221_083804_s3.hifi_reads.bc2046.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.97,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1380308,29587536103,29.59,21435,209,69588,18407,21723,26054,17569,20443,24394,0.567388,TRUE,,,,,
NA19035,3,bam,m84203_240513_203944_s3.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/NA19035/raw_data/PacBio_HiFi/m84203_240513_203944_s3.hifi_reads.bc1009.bam,unaligned reads,RU_Y5,3.08,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,605488,10172518232,10.17,16800,147,60569,14179,17772,21856,12795,16052,19901,0.660376,TRUE,TRUE,TRUE,FALSE,,
NA19035,3,bam,m84091_240606_202606_s1.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/NA19035/raw_data/PacBio_HiFi/m84091_240606_202606_s1.hifi_reads.bc1009.bam,unaligned reads,RU_Y5,5.38,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1001453,17772085049,17.77,17746,147,57574,14767,19411,24730,12632,16684,21733,0.648857,TRUE,TRUE,TRUE,FALSE,,
NA19035,3,bam,m84091_240503_211005_s3.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/NA19035/raw_data/PacBio_HiFi/m84091_240503_211005_s3.hifi_reads.bc1009.bam,unaligned reads,RU_Y5,24.88,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4935291,82094873563,82.09,16634,65,57227,14016,17578,21619,12674,15866,19706,0.534707,TRUE,TRUE,TRUE,FALSE,,
